Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02,21.550063546910028,21.973869079560775,21.22077509204986,21.562259674072266,2842710,0.0,0
2015-01-05,21.467739395967406,21.79702547556568,20.4829237915327,20.598783493041992,6576209,0.0,0
2015-01-06,20.671961388223746,20.766478457150743,20.220714030231488,20.23291015625,4843952,0.0,0
2015-01-07,20.37926051262684,20.522562096150892,19.885330166558997,20.016435623168945,5364055,0.0,0
2015-01-08,20.360964864264826,20.812212197304028,20.037775684252072,20.598783493041992,7170081,0.0,0
2015-01-09,20.595737561041,20.94331901460446,20.129244459094366,20.3670654296875,7236650,0.0,0
2015-01-12,20.501217740975918,20.696351102934933,20.040826200883362,20.39450454711914,5461508,0.0,0
2015-01-13,20.272548437340124,20.90978272854633,20.190227483808172,20.65062141418457,5248043,0.0,0
2015-01-14,20.36096851191335,20.955517516542216,20.205470793635214,20.418899536132812,6761743,0.0,0
2015-01-15,20.607932893216137,20.97685933959526,19.78776370291304,20.72379493713379,7501636,0.0,0
2015-01-16,20.635372197690632,20.894533468403814,20.379258213732207,20.800016403198242,6012826,0.0,0
2015-01-19,20.931121897004825,21.63848089677228,20.796966841923258,21.26041030883789,5837594,0.0,0
2015-01-20,21.4037121868636,22.31230388117266,21.36102690520211,22.165952682495117,9307143,0.0,0
2015-01-21,22.236080483195604,22.507437921498166,21.784833073042506,22.385478973388672,7868132,0.0,0
2015-01-22,22.47084699080379,23.473955677827725,22.315351617617967,23.217844009399414,9836202,0.0,0
2015-01-23,23.480057058602206,23.830688154512963,22.83672588926788,23.056251525878906,9886922,0.0,0
2015-01-26,22.903803319799223,23.34895149146073,22.739159093101392,23.233089447021484,5469844,0.0,0
2015-01-27,23.19954772053063,23.223939971636035,22.303154591051488,22.69951820373535,7465235,0.0,0
2015-01-28,22.9007522391544,22.958683257662198,21.888497015783262,22.07448387145996,9542123,0.0,0
2015-01-29,21.918986871024863,22.324499361229787,21.760441876044787,22.11107063293457,5598745,0.0,0
2015-01-30,22.312303541124574,22.3824306891702,21.662875486166477,21.851909637451172,4736590,0.0,0
2015-02-02,21.787881867694523,21.952526092529297,21.443350003942516,21.952526092529297,6048950,0.0,0
2015-02-03,22.190345824137005,22.97392899193858,22.02875120478791,22.961732864379883,7231749,0.0,0
2015-02-04,22.967831218674903,23.050152168851778,22.449506284902785,22.65988540649414,6664737,0.0,0
2015-02-05,22.30010661144393,22.522681848279863,22.001309655123833,22.45255470275879,4774317,0.0,0
2015-02-06,22.498287296922868,22.934288886587602,22.379377983939126,22.696470260620117,4935080,0.0,0
2015-02-09,22.373282175098392,22.467801578290157,21.943379745465514,22.21778678894043,4754106,0.0,0
2015-02-10,22.20863680269738,22.659884176028356,21.97996466596694,22.28791046142578,4430899,0.0,0
2015-02-11,22.34279177808802,22.464750715758676,22.037895596998013,22.14156150817871,3332216,0.0,0
2015-02-12,21.830562904739693,22.73305518949732,21.51042335716868,22.504383087158203,6651963,0.0,0
2015-02-13,22.739159043548835,23.63555228538576,22.67513112100144,23.41602897644043,8405241,0.0,0
2015-02-16,23.39163354962416,23.772753746076138,23.342849047915234,23.55017852783203,4062507,0.0,0
2015-02-17,23.202599872697967,23.705679057480452,22.93124244642968,23.477006912231445,4686307,0.0,0
2015-02-18,23.690428749067674,24.507550483570945,23.62945045256248,24.419130325317383,7636226,0.0,0
2015-02-19,24.358155637547505,24.63256266482092,23.970938512409028,24.50145721435547,4888724,0.0,0
2015-02-20,24.349007500637615,24.9435540816054,24.281929973313435,24.66914939880371,6076608,0.0,0
2015-02-23,25.00148678884071,25.288089942746765,24.44352622051549,24.666101455688477,4423689,0.0,0
2015-02-24,24.745371985793312,25.074658051055742,24.48316111774361,24.885623931884766,4593201,0.0,0
2015-02-25,24.70573439146812,24.74537237928431,24.382545220386547,24.510601043701172,4493629,0.0,0
2015-02-26,24.48316292055495,25.1264940132376,24.409986166287872,24.983192443847656,4623644,0.0,0
2015-02-27,24.95270282386272,25.193571090698242,24.818550083400208,25.193571090698242,3793835,0.0,0
2015-03-02,25.236256762199357,25.544202567129112,25.099054406410726,25.297237396240234,3875230,0.0,0
2015-03-03,25.367360895407607,25.425291913183475,24.65390496061796,24.727079391479492,4736297,0.0,0
2015-03-04,24.81855071750891,25.00453758239746,24.513654522763524,25.00453758239746,4470842,0.0,0
2015-03-05,25.111251742677677,25.300288228049144,24.858187333109445,25.208818435668945,4319225,0.0,0
2015-03-06,25.205765556886625,25.66920903318645,25.080759338079837,25.492368698120117,4868669,0.0,0
2015-03-09,25.312477642394104,25.528955958431396,25.13563964123927,25.352115631103516,3519087,0.0,0
2015-03-10,25.315530625976457,25.431392668494748,24.82160028024558,24.970998764038086,4405491,0.0,0
2015-03-11,25.178325575001956,25.803361310374342,25.004534855993533,25.702747344970703,5482077,0.0,0
2015-03-12,25.574689542649214,25.836900431256915,25.483222088638964,25.721040725708008,3366672,0.0,0
2015-03-13,25.800316396497884,25.855197803662442,25.592986894562138,25.78812026977539,2743562,0.0,0
2015-03-16,25.7972641179403,26.211923078969864,25.794214505031427,26.093013763427734,4453399,0.0,0
2015-03-17,26.190582822882053,26.282050282909093,25.48932066514162,25.88263702392578,4653293,0.0,0
2015-03-18,25.861298055930384,25.958864756183047,25.467981641300504,25.617380142211914,4987849,0.0,0
2015-03-19,25.641766209168384,26.160091069158607,25.59908093349747,25.958858489990234,4032666,0.0,0
2015-03-20,25.919226246104877,26.63878145400409,25.846049484296795,26.315589904785156,9209297,0.0,0
2015-03-23,26.40400715613529,26.669267654418945,26.2515590751805,26.669267654418945,4169715,0.0,0
2015-03-24,26.751589837830885,27.553468269669153,26.586945623607512,27.336992263793945,5890556,0.0,0
2015-03-25,27.202839752626787,27.587009621836465,27.163201757269004,27.340042114257812,4846860,0.0,0
2015-03-26,26.92843012417807,27.19673792116647,26.67841535334225,27.00770378112793,4508776,0.0,0
2015-03-27,27.019899332985315,27.42236218300026,26.989407855148155,27.230276107788086,3941616,0.0,0
2015-03-30,27.4406573401236,27.96812877695558,27.36443329195659,27.824827194213867,4526443,0.0,0
2015-03-31,27.806530794713705,27.919343219179034,27.20893455870802,27.42236328125,4551473,0.0,0
2015-04-01,27.340041152515955,28.13887001806694,27.269916330566325,27.840070724487305,4194743,0.0,0
2015-04-02,27.708963163198373,28.111426015582996,27.684573237427472,28.001663208007812,2376304,0.0,0
2015-04-07,28.053498153192532,28.495596683409058,27.974224495120357,28.321805953979492,3482743,0.0,0
2015-04-08,28.337050852789453,28.547427628801092,28.196798893390635,28.349246978759766,3166372,0.0,0
2015-04-09,28.431569764560304,28.498647298659062,28.135820087583042,28.394981384277344,3300869,0.0,0
2015-04-10,28.364493606810232,28.513892096078347,27.901052398271542,28.16326332092285,3471438,0.0,0
2015-04-13,28.178507544503525,28.526089042430147,28.12362613292703,28.43157196044922,2891601,0.0,0
2015-04-14,28.3614404999603,28.629750616325172,27.681523348549835,27.88580322265625,4535700,0.0,0
2015-04-15,27.962026876707988,28.25167962774995,27.90714547422858,28.0778865814209,2912874,0.0,0
2015-04-16,28.050449791304263,28.141919579788727,27.449803918150558,27.80653190612793,4624441,0.0,0
2015-04-17,27.757748149360417,28.05044819925534,27.019899961531145,27.336992263793945,5836148,0.0,0
2015-04-20,27.440655835573178,28.044351287472004,27.361382178497465,28.007762908935547,3671289,0.0,0
2015-04-21,28.0931359165488,28.288269300084742,27.422365201415673,27.58700942993164,4915657,0.0,0
2015-04-22,27.61139756104848,27.9406859966474,27.20893469292978,27.898000717163086,4480259,0.0,0
2015-04-23,27.901048482625903,27.93458724659586,27.20893289107108,27.504682540893555,4781800,0.0,0
2015-04-24,27.547370042290282,28.196800409635863,27.504684762185438,27.949832916259766,4265541,0.0,0
2015-04-27,28.132768445819497,28.59621192462679,27.577857512160115,28.510841369628906,3929527,0.0,0
2015-04-28,28.385834682311952,28.39498119577864,27.837022938750806,28.181554794311523,3619177,0.0,0
2015-04-29,28.169358085580768,28.355344942804855,27.452852522690783,27.56871223449707,3785516,0.0,0
2015-04-30,27.562615460795765,27.62054415387799,27.02294791320352,27.26076889038086,6124886,0.0,0
2015-05-04,27.46809248461802,28.019956086818986,27.138806417130684,27.638835906982422,3766399,0.0,0
2015-05-05,27.919342210825736,28.208992642032552,27.21198318904265,27.297353744506836,5558080,0.0,0
2015-05-06,26.830865304129464,26.922335093590164,25.855198405357743,26.678417205810547,8086067,0.0,0
2015-05-07,26.038132496930967,26.51681937449017,25.794214638764338,26.404006958007812,6982816,0.0,0
2015-05-08,26.76683744834727,26.931481674080757,26.239366003339615,26.87660026550293,4065345,0.0,0
2015-05-11,26.961970100945933,27.068683301919172,26.620485531658257,26.91928482055664,2862819,0.0,0
2015-05-12,26.69975989714048,26.794276973901898,26.44669549516976,26.711956024169922,3769376,0.0,0
2015-05-13,26.7790342784003,27.300406510490305,26.766838151043558,26.91318702697754,3987667,0.0,0
2015-05-14,26.882696796052233,27.56871323074942,26.556457962376502,27.397972106933594,3635435,0.0,0
2015-05-15,27.681522794183834,27.8309212620576,27.068680857964555,27.22722816467285,4428138,0.0,0
2015-05-18,27.23942534794687,27.31869901114886,26.367424357418617,26.846111297607422,4354810,0.0,0
2015-05-19,27.06258395824798,27.428458421743397,26.955870766909573,27.22722816467285,3723616,0.0,0
2015-05-20,27.1875907320519,27.522976051491113,26.983310857850295,27.458948135375977,2978247,0.0,0
2015-05-21,27.413215517357486,27.44980156868114,27.141855788392558,27.4254093170166,1757228,0.0,0
2015-05-22,27.205890866226387,27.46200257570674,27.080882298856046,27.288211822509766,3270888,0.0,0
2015-05-25,27.327843700793686,27.327843700793686,26.940626576775223,27.157102584838867,978886,0.0,0
2015-05-26,27.301239441827096,27.435975372754744,26.740362073109118,27.128904342651367,5286334,1.2,0
2015-05-27,27.25424363182162,27.843320444816754,26.956569968784297,27.6960506439209,4162723,0.0,0
2015-05-28,27.58637752886489,27.649044399167668,26.92209770695126,27.28870391845703,3577502,0.0,0
2015-05-29,27.32003972333943,27.37330680211491,26.539823562314645,26.649494171142578,5190598,0.0,0
2015-06-01,26.702763302390963,26.9001661103962,26.370624561452235,26.448959350585938,3850116,0.0,0
2015-06-02,26.658896571561264,27.153973023024033,26.116818767513635,26.79363250732422,5851649,0.0,0
2015-06-03,26.90956673364613,27.476712250089168,26.784232979631962,27.14143943786621,4934263,0.0,0
2015-06-04,26.94716768485032,27.301240074051186,26.574293320502,26.959701538085938,5026430,0.0,0
2015-06-05,26.693359015750016,26.89389585092028,26.232750150703815,26.508487701416016,4724682,0.0,0
2015-06-08,26.43328796460415,26.78109457392166,26.257818824980088,26.329885482788086,3801026,0.0,0
2015-06-09,26.289154386032898,26.555492177542583,25.891212338566444,26.442689895629883,4120639,0.0,0
2015-06-10,26.27035497138608,27.172773314606076,26.19828830072447,26.937768936157227,4235468,0.0,0
2015-06-11,26.868830320022578,27.592642943247323,26.81869491188498,27.213502883911133,4829404,0.0,0
2015-06-12,27.241705307683787,27.41404039850338,26.46775725759761,26.881364822387695,4635181,0.0,0
2015-06-15,26.50535584779065,26.696492908255273,26.00088204804896,26.26408576965332,4407605,0.0,0
2015-06-16,26.051016582775567,26.445824578761187,25.709478058815836,26.273487091064453,4919044,0.0,0
2015-06-17,26.32048916060814,26.577427173457224,25.975816566384456,26.098018646240234,3689794,0.0,0
2015-06-18,26.044748704180627,26.477155832309702,25.637406888986902,26.35495376586914,6118964,0.0,0
2015-06-19,26.45835917849867,26.85629885597624,26.348688561093027,26.57429313659668,5564874,0.0,0
2015-06-22,27.094436354871306,27.589512779616882,26.78109720866595,27.41717529296875,8811400,0.0,0
2015-06-23,27.573842508023898,27.981184319491177,27.542509074200517,27.78377914428711,6506718,0.0,0
2015-06-24,27.874649440217876,27.931050580702856,27.294972512814844,27.59264373779297,5392439,0.0,0
2015-06-25,27.385841831304468,27.987452417724896,27.30123892317749,27.658445358276367,6573273,0.0,0
2015-06-26,27.520575265519028,28.112786006384727,27.229169790601954,27.85898208618164,3738291,0.0,0
2015-06-29,26.36435632941554,26.91583391197684,26.016549675868337,26.376890182495117,7848181,0.0,0
2015-06-30,26.226483634783683,26.91896520022318,25.903744720637953,26.239017486572266,6741883,0.0,0
2015-07-01,26.674559385458977,27.439107630776142,26.45208888911902,26.92836570739746,6913364,0.0,0
